Palabra;Lexema;Tristeza;Miedo;Alegria;Ira;Asco
rancio;ranci;2,43;1,87;1,2;2,47;3,3
rango;rang;1,2;1,35;1,35;1,3;1,4
ranking;ranking;1,35;2,05;1,4;1,65;1,3
ránking;ranking;1,8;2,05;1,6;1,75;1,5
ranura;ranur;1,1;1,5;1,3;1,25;1,4
rap;rap;1,55;2,9;1,3;2,05;1,4
rapaz;rapaz;1,22;2,11;1,47;1,22;1,29
rape;rap;1,32;1,9;1,35;1,28;2,12
rapero;raper;1,2;2,15;1,15;1,35;1,4
rapidez;rapidez;1,15;2,95;1,4;1,8;1,1
rápido;rap;1,5;2,23;2,4;1,67;1,33
rápidos;rap;1;2,85;1,35;1,3;1,2
rapiña;rapiñ;2,36;1,31;1,58;2,73;1,67
rapto;rapt;3,59;3,83;1,03;3,79;2,76
raqueta;raquet;1;2,1;1,15;1,05;1,05
raquetas;raquet;1,1;2,45;1,3;1,3;1,05
rara;rar;2,25;1,8;1,75;2,2;1,65
rareza;rarez;1,5;2,3;1,77;1,27;1,6
raro;rar;1,93;2,3;1,83;1,6;1,63
rascacielos;rascaciel;1,57;2,37;2,37;1,3;1,3
rascacielos;rascaciel;1,2;2,3;2,1;1,3;1,35
rascar;rasc;1,05;1,95;1,05;1,65;1,8
rasera;raser;1,11;1,53;1,25;1,27;1,38
rasero;raser;1,27;1,75;1,62;1,73;1,93
rasgo;rasg;1,2;1,8;1,05;1,1;1,3
raso;ras;1,21;1,63;1,16;1,32;1,32
rastrear;rastr;1,42;1,84;1,9;2,05;1,7
rastreo;rastre;1,65;1,45;1,8;1,5;1,55
rastrillo;rastrill;1,05;2,05;1,26;1,45;1,25
rastro;rastr;1,5;2,03;1,57;1,47;1,37
rata;rat;1,13;2,73;1,27;1,4;3,4
ratificación;ratif;1,94;1,83;1,42;1,61;1,26
ratificar;ratific;1,56;1,55;1,47;1,44;1,12
ratio;rati;1,2;1,41;1,25;1,47;1,22
ratito;ratit;1,35;2,2;1,05;1,55;1,35
rato;rat;1,1;2,3;1,25;1,15;1,1
ratón;raton;1,2;1,97;1,47;1,17;2,37
ratones;raton;1,3;1,9;2,3;1,95;2,8
raya;ray;1,3;1,75;1,75;1,35;1,55
rayo;ray;1,85;1,5;3,3;2;1,45
rayón;rayon;1,63;1,39;1,86;2,13;1,2
raza;raz;1,45;1,95;1,05;1;1,3
razón;razon;1;3;1,35;1,25;1,15
razonable;razon;1;2,25;1;1,35;1,25
razonar;razon;1,35;3,1;1,3;1,25;1
reabrir;reabr;1,35;2,4;1,8;1,5;1,5
reacción;reaccion;1,55;2,3;1,7;1,65;1,05
reaccionar;reaccion;1,35;2,35;1,85;1,74;1,1
reaccionario;reaccionari;1,56;1,72;1,89;2;1,6
reacio;reaci;2,25;1,15;2;2,74;2,53
reactivación;reactiv;1,15;2,3;1,55;1,45;1,05
reactivar;reactiv;1,3;2,25;1,55;1,35;1,2
reactor;reactor;1,74;1,35;2,3;2;1,75
reafirmar;reafirm;1,1;2,3;1,45;1,4;1,2
reagge;reagg;1,39;2,65;1;1,55;1,5
reagrupación;reagrup;1,32;2,15;1,2;1,4;1,2
reajuste;reajust;1,55;1,5;1,6;1,8;1,35
real;real;1,45;3,2;1,4;1,6;1,1
realeza;realez;1,47;1,3;1,37;2,73;2,17
realidad;realid;3,1;2,8;3,17;2,47;2,37
realismo;realism;2,5;2,57;2,63;2,17;2,07
realista;realist;2,1;2,75;1,65;1,25;1
realización;realiz;1,3;3,65;1,3;1,15;1
realizador;realiz;1,05;2,1;1,1;1,1;1,25
realizar;realiz;1;2,85;1,3;1,2;1,05
realzar;realz;1,45;2,5;1,45;1,35;1,2
reanimar;reanim;2,17;2,8;2,8;1,5;1,3
reanudación;reanud;1,32;2,16;1,6;1,2;1,2
reanudar;reanud;1,26;2,5;1,45;1,79;1,3
reaparecer;reaparec;1,75;3,1;1,85;1,25;1,26
reaparición;reaparicion;1,7;2,25;1,7;1,55;1,05
reapertura;reapertur;1,3;2,65;1,2;1,15;1,16
rebajar;rebaj;1,2;3,35;1,35;1,55;1,35
rebaño;rebañ;1,15;2,35;1,3;1,1;1,6
rebasar;rebas;1,75;1,85;1,72;2;1,33
rebeca;rebec;1,1;2,15;1,15;1,15;1,05
rebelar;rebel;1,35;2,15;2,25;1,9;1,15
rebelde;rebeld;2,07;2,27;1,73;2,7;1,37
rebeldía;rebeld;1,9;2,65;2,1;3,2;1,55
rebelión;rebelion;1,67;2,77;2,5;2,73;1,4
rebosar;reb;1,5;2,1;1,35;1,6;1,45
rebote;rebot;1,75;1,9;2;2,5;1,4
rebujito;rebujit;1,18;2,22;1,6;1,56;1,83
rebuznar;rebuzn;1,21;1,42;1,2;1,69;1,53
recabar;recab;1,79;1,15;1,42;1,61;1,39
recado;rec;1,07;1,13;1,17;1,3;1,07
recaer;rec;3,65;1,05;2,95;2,95;2,25
recaída;recaid;3,1;1,15;2,85;2,65;2,1
recalcar;recalc;1,38;1,41;1,38;1,62;1,48
recambio;recambi;1,55;1,8;1,4;1,2;1,2
recapacitar;recapacit;1,6;3,25;1,25;1,2;1,1
recapitulación;recapitul;1,3;1,8;1,05;1,2;1,15
recarga;recarg;1,2;2,7;1,35;1,6;1,3
recato;recat;1,56;1,42;1,56;1,6;1,78
recaudación;recaud;1,45;2,5;1,7;1,35;1,6
recaudar;recaud;1,5;2,55;1,45;1,5;1,5
recelo;recel;2,45;1,4;2,15;2,65;2,05
recepción;recepcion;1;2;1,55;1,2;1,1
recepcionista;recepcion;1;2;1,1;1,37;1,1
receptáculo;receptacul;1,14;1,42;1,5;1,25;1,47
receptividad;recept;1,05;2,95;1,1;1,1;1,1
receptivo;recept;1,45;3,4;1,15;1,2;1,25
receptor;receptor;1,1;1,75;1,25;1,2;1,15
receptora;receptor;1,55;2,2;1,15;1,25;1,2
recesión;recesion;2,35;1,28;2,33;2,25;2,28
receso;reces;1,81;1,31;1,87;2;1,18
receta;recet;1,1;3,15;1,1;1,2;1
recetario;recetari;1,37;1,9;1,25;1,05;1,11
rechace;rechac;3,32;1,21;2,6;2,94;2,05
rechaza;rechaz;3,35;1,3;2,35;2,75;2,55
rechazado;rechaz;3,8;2,83;1,03;2,93;1,47
rechazar;rechaz;3,5;1,3;2,15;3,05;2,45
rechazo;rechaz;4,1;4,13;1,27;3,33;2,27
recibí;recib;1,6;3,2;1,05;1,15;1,15
recibidor;recibidor;1,05;2,2;1,16;1,1;1,15
recibimiento;recib;1,3;3,2;1,25;1,2;1
recibir;recib;1,33;1,7;3,97;1,1;1,07
reciclado;recicl;1,15;2,9;1,2;1,15;1,45
reciclaje;reciclaj;1,2;2,8;1,1;1,2;1,6
reciclar;recicl;1,2;1,13;3,43;1,13;1,1
recién;recien;1,25;2,55;1;1,1;1,05
reciente;recient;1,3;2,5;1,25;1,3;1,2
recinto;recint;1,05;2,2;1,1;1,25;1,45
recio;reci;2,06;1,53;1,74;2,6;2,1
recipiente;recipient;1,2;1,75;1,2;1,05;1,2
recíproca;reciproc;1,4;3,15;1,2;1,25;1,16
reciprocidad;reciproc;1,1;2,65;1,1;1,25;1,05
recital;recital;1,6;2,3;1,26;1,1;1,1
recitar;recit;1,2;2,55;1,35;1,55;1,3
reclamación;reclam;1,65;1,3;1,65;2,65;1,35
reclamada;reclam;2,2;1,74;2,1;1,9;1,3
reclamar;reclam;2,15;1,5;1,75;2,45;1,35
reclamo;reclam;1,95;2;1,63;1,65;1,15
reclusión;reclusion;3,7;1,1;2,9;3,05;3,16
recluta;reclut;2,9;1,55;2,45;2,6;1,85
reclutamiento;reclut;2,65;1,26;2,75;2,05;2
reclutar;reclut;2,5;1,16;2,2;2,7;1,9
recobrar;recobr;1,2;2,95;1,5;1,45;1
recodo;recod;1,07;1,83;1,25;1,07;1,6
recogedor;recogedor;1,13;1,13;1,37;1,03;1,6
recoger;recog;1,15;1,85;1,35;1,25;1,25
recogida;recog;1,5;2,2;1,05;1,3;1,35
recogimiento;recog;1,55;1,68;1,45;1,25;1,25
recolección;recoleccion;1,05;2;1,11;1,45;1,2
recolectar;recolect;1,03;1,14;2,34;1,1;1,1
recomendable;recomend;1,4;3,2;1,15;1,2;1
recomendación;recomend;1,3;3,45;1,05;1,4;1,05
recomendada;recomend;1,1;2,85;1,15;1,15;1,1
recomendado;recomend;1,05;3,05;1;1,25;1
recomendar;recomend;1;2,7;1,15;1,1;1,25
recompensa;recompens;1,2;1,43;3,7;1,17;1,3
recompensar;recompens;1,28;1,24;4,43;1,03;1,1
recomponer;recompon;1,3;2,25;1,25;1,26;1,1
reconciliación;reconcili;1,05;4,25;1,2;1,15;1,05
reconciliar;reconcili;1,35;4,3;1,2;1,15;1,35
reconducir;reconduc;1,3;2,65;1,5;1,35;1,15
reconocer;reconoc;1;3,15;1,35;1,1;1,2
reconocible;reconoc;1,25;2,75;1,15;1,4;1,1
reconocido;reconoc;1,4;1,63;2,53;1,27;1,3
reconocimiento;reconoc;1,2;3,05;1,4;1,35;1,15
reconquistar;reconquist;1,8;3,3;2,1;2,25;1,4
reconsiderar;reconsider;1,21;2,55;1,6;1,5;1,35
reconstrucción;reconstruccion;1,4;2,75;1,55;1,55;1,3
reconstruir;reconstru;1,35;2,85;1,7;1,58;1,45
reconversión;reconversion;1,11;1,75;1,65;1,53;1,47
recopilación;recopil;1,25;2,45;1,4;1,35;1,2
recopilar;recopil;1,25;1,55;1,26;1,3;1,15
recopilatorio;recopilatori;1,4;2,25;1,2;1,2;1,1
récord;record;1,05;3,95;1,15;1,05;1,05
recordar;record;2;3,8;1,65;1,85;1,4
recordatorio;recordatori;1,5;2,15;1,15;1,6;1,05
records;records;1,15;3,1;1,25;1,15;1,2
recorrer;recorr;1,4;2,6;1,15;1,1;1,15
recorrido;recorr;1,5;2,45;1,5;1,15;1,05
recortada;recort;1,5;1,65;1,3;2,05;1,55
recortar;recort;2,05;1,45;1,7;1,85;1,75
recorte;recort;3,1;2,83;1,07;3,3;2,47
recreación;recreacion;1,3;2,05;1,2;1,35;1,15
recrear;recr;1,2;2,9;1,25;1,15;1
recreativa;recreat;1,15;3,15;1,3;1,2;1,05
recreo;recre;1,27;1,1;4,4;1;1,1
recriminar;recrimin;3,03;2,63;1,23;3,4;2,27
recrudecer;recrudec;2,59;2,52;1,15;2,19;2,15
recrudecimiento;recrudec;2,36;1,14;2,13;2,31;2,69
recta;rect;1,25;1,9;1,3;1,25;1,3
rectangular;rectangul;1;1,68;1;1,15;1,15
rectángulo;rectangul;1,17;1,17;1,17;1,2;1,3
rectificación;rectif;1,6;2,35;1,45;1,45;1,35
rectificar;rectific;1,3;2,95;1,4;1,3;1,15
rectificativo;rectific;1,35;2,05;1,2;1,79;1,32
rectitud;rectitud;1,5;1,95;2,25;2,21;1,7
recto;rect;1,3;1,65;1,2;1,25;2,3
rector;rector;1,7;1,42;1,8;1,6;1,2
recubrimiento;recubr;1,55;1,75;1,25;1,35;1,25
recubrir;recubr;1,3;1,74;1,15;1,3;1,45
recuento;recuent;1,55;2;1,15;1,25;1,25
recuerdo;recuerd;3;1,9;3,87;2,1;1,6
recuerdos;recuerd;3,67;2,03;3,87;2,3;1,8
recuperación;recuper;1,95;3,25;1,8;1,65;1,42
recuperar;recuper;1,5;3,7;1,55;1,4;1,25
recurrente;recurrent;1,58;1,95;1,4;1,7;1,45
recurrir;recurr;1,9;1,55;1,65;2,05;1,05
recurso;recurs;1,67;1,6;2,53;1,4;1,3
red;red;1,05;2;1,55;1,35;1,3
redacción;redaccion;1,25;1,8;1,45;1,65;1,3
redactar;redact;1,15;2,2;1,1;1,05;1,35
redactor;redactor;1,4;1,7;1,05;1,1;1,35
redefinir;redefin;1,15;1,85;1,3;1,2;1,25
redención;redencion;2,12;1,76;1,43;2,41;1,44
redicho;redich;1,44;1,33;1,56;1,67;1,59
redimir;redim;1,72;2;1,71;1,43;1,57
redistribución;redistribu;1,25;1,9;1,79;1,6;1,45
redoblar;redobl;1,1;1,8;1;1,53;1,15
redonda;redond;1,2;1,75;1,1;1,15;1,15
redondez;redondez;1,25;2,05;1,45;1,25;1,2
reducción;reduccion;2,25;1,84;1,9;1,9;1,25
reducir;reduc;1,5;1,2;1,65;1,7;1,4
reducto;reduct;1,29;1,33;1,56;1,5;1,63
redundancia;redund;1,79;1,45;1,7;2,16;1,95
redundar;redund;1,35;1,84;1,4;2,42;1,72
reedición;reedicion;1,29;2;1;1,4;1,16
reelección;reeleccion;1,65;2,35;1,75;1,7;1,58
reembolso;reembols;1,05;2,85;1,35;1,3;1,2
reemplazar;reemplaz;2,37;2,17;2,17;1,5;1,23
reemplazo;reemplaz;2,8;1,35;2,3;1,85;1,6
reencarnación;reencarn;1,25;1,85;2,05;1,6;1,55
reencuentro;reencuentr;1,55;4,4;1,55;1,05;1,1
reestructuración;reestructur;1,4;2,15;1,75;1,5;1,25
reestructurar;reestructur;1,5;2,1;1,45;2,1;1,15
referencia;referent;1,25;1,2;1,2;1,3;1,05
referendo;referend;1,29;1,39;1,26;1,53;1,47
referéndum;referendum;1,35;2,45;1,95;1,85;1,3
referente;referent;1;2,95;1,05;1,2;1,25
referir;refer;1,34;1,24;1,52;1,31;1,31
refinamiento;refin;1,45;2,2;1,3;1,85;1,44
refinería;refin;1,57;1,43;1,27;1,5;1,87
reflector;reflector;1,21;1,56;1,26;1,35;1,25
refleja;reflej;1,5;2,2;1,3;1,4;1,2
reflejar;reflej;1,4;2,3;1,15;1,3;1,1
reflejo;reflej;1,5;1,5;1,87;1,27;1,4
reflexión;reflexion;2,03;2,23;2,8;1,47;1,33
reflexionar;reflexion;1,6;2,55;1,75;1,5;1
reflexivo;reflex;1,75;2,2;1,35;1,1;1,1
reflujo;refluj;1,56;1,44;1,68;1,9;3,05
reforestación;reforest;1,8;2,9;1,2;1,5;1,35
reforma;reform;1,8;2,7;1,55;1,74;1,3
reformador;reform;1,25;2,1;1,45;1,55;1,6
reformar;reform;1,67;2;3,1;1,4;1,23
reformista;reform;1,3;1,9;1,45;1,5;1,45
reforzamiento;reforz;1,4;2,55;1,3;1,4;1,1
reforzar;reforz;1,3;1,47;3,13;1,23;1,13
refracción;refraccion;1,33;1,38;1,35;1,77;1,44
refrán;refran;1,2;3,2;1,1;1,3;1,15
refrescante;refresc;1,13;1,07;3,73;1,07;1,13
refrescar;refresc;1,15;3;1,1;1,1;1,1
refresco;refresc;1,1;3,45;1,1;1,1;1,35
refriega;refrieg;1,53;1,33;1,21;2,17;2,21
refrigeración;refriger;1,4;2,15;1,95;1,45;1,1
refrigerio;refrigeri;1,1;1,1;2,66;1;1,03
refuerzo;refuerz;1,45;2,6;1,4;1,15;1,2
refugiada;refugi;3,17;2,23;1,53;1,97;1,23
refugiado;refugi;3,7;3,03;1,43;2,3;1,87
refugiar;refugi;2,5;2,15;1,95;1,45;1,2
refugio;refugi;2,35;2,7;1,7;1,25;1,1
refutación;refut;1,74;1,72;1,75;2,05;1,47
refutar;refut;1,45;1,79;1,74;1,9;1,47
regadío;regadi;1,05;1,81;1,25;1,2;1,05
regala;regal;1,3;3,7;1,05;1,05;1,05
regalar;regal;1,14;1,17;4,66;1,07;1
regalo;regal;1,27;1,6;4,6;1,07;1,03
regañadientes;regañadient;1,65;1,11;1,5;2,65;2,05
regañar;regañ;3,4;3,2;1,1;3,57;2
regar;reg;1,1;2,6;1;1;1,05
regata;regat;1,22;1,82;1,7;1,39;1,39
regazo;regaz;1,1;2,53;1,1;1,11;1,7
regencia;regenci;1,42;1,45;1,53;2,32;1,61
regeneración;regener;1,15;2,9;1,2;1,05;1,75
regenerar;regener;1,2;2,35;1,25;1,05;1,4
regente;regent;1,44;1,63;1,32;2,2;1,5
reggae;regga;1,15;2,89;1,15;1,45;1,83
regia;regi;1,15;1,13;1,73;1,79;1,18
regidor;regidor;1,37;1,95;1,63;1,6;2,26
régimen;regim;2,37;2,5;1,47;2,5;2,47
regimiento;regimient;2,05;1,32;2,05;2,28;2,05
región;region;1,1;2,3;1;1,1;1
regional;regional;1,1;2,4;1,1;1,1;1,2
regionalismo;regional;1,63;1,56;1,84;2,1;1,78
regionalista;regional;1,45;1,6;1,28;1,67;1,94
regir;reg;1,35;1,79;1,55;1,78;1,7
registrar;registr;1,1;1,95;1,25;1,5;1,4
registro;registr;1,2;2;1,25;1,3;1,05
regla;regl;1,6;1,4;1,65;2,3;2,15
reglamentación;reglament;1,7;1,45;1,8;2,05;1,4
reglamentar;reglament;1,4;1,9;1,5;1,45;1,6
reglamentario;reglamentari;1,55;1,75;1,3;1,6;1,65
reglamento;reglament;1,65;1,55;1,75;2,1;1,3
regleta;reglet;1,05;1,47;1,16;1,3;1,47
regocijo;regocij;1,16;2,89;1,37;2,13;1,4
regresar;regres;2;3,2;1,25;1,15;1,35
regresión;regresion;2,13;1,96;1,46;1,83;1,46
regreso;regres;1,35;2,55;1,3;1,5;1,35
regulación;regul;1,55;2,05;1,5;1,75;1,15
regulador;regul;1,35;1,7;1,1;1,2;1,2
regular;regul;1,75;1,9;1,2;1,3;1,7
regularización;regulariz;1,15;2,47;1,3;1,15;1
regularizar;regulariz;1,25;1,95;1,7;1,5;1,45
rehabilitación;rehabilit;2,5;2,45;2;1,35;1,25
rehabilitado;rehabilit;1,5;3,8;1,65;1,5;1,1
rehabilitar;rehabilit;2,15;3,1;1,7;1,5;1,3
rehacer;rehac;1,5;1,8;1,8;2,3;1,7
rehén;rehen;3,6;4,2;1,03;3,5;1,5
rehusar;rehus;2,12;1,63;1,47;2,1;1,63
reina;rein;1,41;1,55;2,45;1,79;1,76
reinado;rein;1,75;2,35;1,9;2,3;1,5
reinante;reinant;1,44;1,35;1,53;1,79;1,84
reinar;rein;1,63;1,77;2,43;1,47;1,27
reiniciar;reinici;1,45;1,5;1,89;2;1,55
reino;rein;1,35;2,5;1,25;1,55;1,95
reinserción;reinsercion;2,2;2,6;1,47;1,2;1,58
reintegración;reintegr;1,45;2,4;1,8;1,2;1,32
reír;reir;1,1;1,23;4,87;1;1,03
reiteración;reiter;1,33;1,65;1,42;1,85;1,32
reiterar;reiter;1,7;1,5;1,47;1,75;1,35
reivindicación;reivind;1,45;2,35;1,85;2,5;1,35
reivindicar;reivindic;1,65;2,6;1,55;1,85;1,1
reja;rej;1,95;1,4;1,8;1,95;1,75
rejas;rej;2,75;1;3,15;2,85;2,25
rejilla;rejill;1,55;1,32;1,35;1,35;1,7
relación;relacion;1,9;2,2;3,83;1,57;1,37
relacional;relacional;1,56;1,75;1,1;1,15;1,15
relacionar;relacion;1,3;2,65;1,1;1,35;1,21
relajación;relaj;1,37;1,17;3,7;1,03;1,07
relajado;relaj;1,07;1;3,73;1;1
relajante;relaj;1,15;3,7;1,05;1;1,05
relajar;relaj;1,1;4,05;1,05;1,05;1,1
relámpago;relampag;1,8;2,93;1,57;1,7;1,13
relanzamiento;relanz;1,3;2,35;1,15;1,39;1,4
relanzar;relanz;1,11;2,9;1,21;1,3;1,15
relatar;relat;1,15;2,8;1,15;1,1;1,05
relativa;relat;1,15;1,65;1,16;1,55;1,5
relatividad;relat;1,1;1,75;1,1;1,65;1,25
relativismo;relativ;1,4;1,65;1,55;1,42;1,32
relativista;relativ;1,5;1,7;1,25;1,89;1,3
relativo;relat;1,7;1,8;1,2;1,3;1,05
relato;relat;2;1,73;2,67;1,43;1,3
relator;relator;1,33;1,88;1,71;1,21;1,14
relax;relax;1,27;1,23;3,87;1,17;1,07
relevante;relev;1,3;2,65;1,5;1,45;1,15
relevo;relev;1,15;2,2;1,2;1,35;1,3
relieve;reliev;1,25;1,65;1;1,5;1,45
religión;religion;2,3;1,3;2,1;3,1;2,85
religiosa;religi;1,35;1,5;1,45;2,25;1,6
religiosidad;religi;1,65;1,8;2,35;2,3;1,9
religioso;religi;2;2,03;2,07;1,83;1,93
reliquia;reliqui;1,11;2,95;1,1;1,3;1,15
rellano;rellan;1,26;1,72;1,25;1,2;1,35
rellenar;rellen;1,15;1,6;1,05;1,35;1,5
relleno;rellen;1,3;1,85;1,3;1,6;1,55
reloj;reloj;1,9;1,63;1,93;1,73;1,37
relojero;relojer;1,05;2,15;1,05;1,15;1,39
reluciente;relucient;1,1;3,2;1,15;1,25;1,05
relucir;reluc;1,25;2,85;1,32;1,05;1,2
remarcar;remarc;1,1;1,8;1,2;1,5;1,2
rematar;remat;2,5;2;2,55;2,35;2
remate;remat;1,5;2,16;1,65;1,8;1,2
remediar;remedi;1,65;3,05;1,5;1,45;1,3
remedio;remedi;1,4;3,1;1,1;1,21;1,21
remisión;remision;1,38;2,4;1,28;1;1,06
remitir;remit;1,42;1,79;1,32;1,65;1,25
remo;rem;1,2;1,85;1,11;1,22;1,25
remodelación;remodel;1,45;2,7;1,6;1,8;1,25
remolacha;remolach;1,2;1,8;1,1;1,11;2,2
remolcador;remolc;1,5;2;1,45;1,4;1,25
remolino;remolin;2,3;1,5;2,65;1,65;1,4
remolque;remolqu;1;1,47;1,4;1,4;1,15
remonta;remont;1,05;2,55;1,42;1,26;1,1
remontar;remont;1,3;3,5;1,3;1,35;1,25
remordimiento;remord;3,6;1,15;2,65;2,65;2,95
remoto;remot;1,65;1,8;2,05;1,42;1,3
remover;remov;1,87;1,7;1,3;1,73;1,73
remuneración;remuner;1,26;3,8;1,4;1,5;1,2
renacentista;renacent;1,26;2,2;1,2;1,2;1,1
renacer;renac;1,17;1,9;3,9;1,1;1,03
renacimiento;renac;1,4;2,2;1,65;1,25;1,4
renal;renal;1,67;1,26;1,65;1,61;2,06
rencor;rencor;3,75;1,1;3,4;4,1;3,25
rendición;rendicion;2,95;1,1;2,25;2,7;2,15
rendija;rendij;1,37;1,47;1,75;1,32;1,25
rendimiento;rendimient;1,5;2,8;1,5;1,75;1,1
rendir;rend;2,35;1,7;1,95;2;1,75
renegar;reneg;2,35;1,85;1,85;2,95;2,7
renglón;renglon;1,06;1,44;1,06;1,2;1,18
reno;ren;1,13;1,93;2,8;1,07;1,13
renombrado;renombr;1,25;1,55;1,3;1,4;1,65
renombre;renombr;1,4;2,05;1,26;1,45;1,32
renovable;renov;1,05;3,1;1,2;1,05;1
renovación;renov;1,05;3,05;1,3;1,15;1,15
renovar;renov;1,43;1,8;3,47;1,17;1,1
renta;rent;1,4;1,85;1,8;1,65;1,85
rentabilidad;rentabil;1,55;2,3;1,1;1,45;1,3
rentable;rentabl;1;3,2;1;1,1;1,05
renuncia;renunci;3,1;1,3;1,85;2,26;1,95
renunciar;renunci;3,55;1,4;2,55;2,65;1,9
reñir;reñ;2,75;1,35;2,5;3,1;1,95
reo;reo;2,91;1,17;3,08;2,23;2,22
reojo;reoj;1,4;1,45;1,3;1,5;1,8
reorganización;reorganiz;1,65;2,4;1,6;1,65;1,16
reorganizar;reorganiz;1,2;2,3;1,4;1,55;1,4
reorientación;reorient;1,45;2;1,3;1,55;1,25
reparación;repar;1,65;2,7;1,35;1,4;1,2
reparar;repar;1,3;2,74;1,55;1,65;1,2
reparo;repar;1,45;1,7;1,4;1,35;1,45
repartición;reparticion;1,9;2,3;1,53;1,65;1,35
repartidor;repartidor;1,25;1,84;1,05;1,15;1,1
repartir;repart;1,3;2,15;1,1;1,15;1,05
reparto;repart;1,05;2,75;1,2;1,25;1,25
repasar;repas;1,8;2,05;1,4;1,32;1,45
repaso;repas;1,2;2,35;1,4;1,45;1,4
repatriación;repatri;2,84;1,55;2,1;2,65;2,17
repeler;repel;1,9;1,25;2,2;2,79;3
repente;repent;1,35;1,5;1,24;1,67;1,14
repentina;repentin;1,25;2,05;1,75;1,6;1
repercusión;repercusion;2,45;2,16;2,3;1,9;1,85
repercutir;repercut;1,8;1,7;2,35;1,75;1,45
repertorio;repertori;1,35;2,25;1,3;1,35;1,4
repetición;repeticion;1,85;1,6;1,55;1,95;1,4
repetidora;repetidor;2,3;1,4;1,7;1,8;1,45
repetir;repet;1,6;2,05;1,6;2,4;1,5
repisa;repis;1,28;1,59;1,24;1,24;1,21
replantear;replant;2,3;2,15;1,9;1,65;1,2
repleto;replet;1,65;2,15;1,4;1,65;1,7
réplica;replic;1,33;1,63;1,43;1,57;1,13
replicación;replic;1,4;1,7;1,4;1,35;1,3
replicar;replic;1,55;1,75;1,45;2,2;1,6
repliegue;replieg;1,2;1,25;1,35;1,42;1,55
repoblación;repobl;1,55;3,16;1,3;1,25;1,4
repollo;repoll;1,33;1,89;1,39;1,58;2,39
reponer;repon;1,3;2,45;1,42;1,55;1,15
reportaje;reportaj;1,3;2,05;1,05;1,1;1,2
reportar;report;2,05;1,55;1,47;2,11;1,75
reporte;report;1,65;1,32;1,82;1,58;1,5
reportera;reporter;1,63;1,67;3,13;1,43;1,23
reportero;reporter;1,25;2,4;1,15;1,35;1,35
reposapiés;reposapies;1;2,74;1,05;1,2;1,7
reposar;rep;1,2;2,75;1,1;1,05;1,15
reposición;reposicion;1,11;1,9;1,45;1,33;1,63
reposo;repos;1,35;3,3;1,05;1,2;1,2
repostería;repost;1;3,95;1,05;1;1,05
reprender;reprend;2,5;2,79;1,14;3,36;1,61
represa;repres;1,36;1,43;1,76;2;1,36
represalia;represali;2,8;1;2,9;3,55;2,45
representación;represent;1,3;2,4;1,5;1,3;1,2
representante;represent;1,2;2,4;1,3;1,45;1,65
representar;represent;1,25;2;1,45;1,45;1,45
representatividad;representat;1,05;2,4;1,25;1,35;1,4
representativo;represent;1,2;2,2;1,2;1,25;1,25
represión;represion;3,43;3;1,07;3,73;2,9
represiva;repres;2,85;1,1;2,6;3;2,25
reprimir;reprim;3,45;1,2;2,35;3,3;2,6
reprobación;reprob;2,53;1,55;1,4;2,37;1,5
reprochar;reproch;3,25;1,05;1,85;3,5;2,8
reproche;reproch;2,6;1,25;2,2;3,2;2,55
reproducción;reproduccion;1,15;3,2;1,5;1,15;1,35
reproducir;reproduc;1,05;2,45;1,3;1,2;1,15
reproductiva;reproduct;1,45;2,8;1,3;1,35;1,35
reproductor;reproductor;1,15;3,05;1,15;1,15;1,45
reptil;reptil;1,27;2,3;1,37;1,43;2,4
república;republ;1,5;2,35;1,47;1,45;1,6
republicanismo;republican;1,35;2,95;1,4;1,89;1,45
republicano;republican;1,2;2,85;1,6;1,15;1,5
repudiar;repudi;3,55;1,05;2,67;2,95;3,8
repudio;repudi;3,5;1;2,67;3,67;3
repugnancia;repugn;2,4;1,93;1;2,83;4,7
repugnante;repugn;1,8;2,03;1,07;2,13;4,73
repugnar;repugn;2,23;2,17;1,1;2,37;4,7
repulsa;repuls;2,5;1,24;2;2,33;2,94
repulsión;repulsion;2,07;2,23;1,13;2,27;3,4
repulsivo;repuls;2,03;2,17;1,03;2,4;4,6
repunte;repunt;1,27;1,88;1,36;2;1,43
reputación;reput;1,5;2;2,1;1,6;1,67
requerimiento;requer;1,35;1,35;1,3;2,41;1,5
requerir;requer;1,4;1,84;1,55;1,3;1,2
requisito;requisit;1,6;1,35;1,6;1,75;1,4
res;res;1,27;1,33;1,5;1,4;1,69
resaca;resac;2,17;1,66;1,59;1,93;3,17
resaltar;resalt;1,3;2,2;1,3;1,2;1,4
resbalar;resbal;2,3;1,35;2,63;2,45;1,65
rescatar;rescat;1,68;2,61;3,77;1,45;1,26
rescate;rescat;1,53;2,53;3,33;1,37;1,1
resentimiento;resent;3,4;1,2;2,55;2,95;2,1
resentir;resent;2,8;1,3;2,9;2,55;2,3
resentirse;resent;3,3;2,3;1,23;2,33;1,77
reseña;reseñ;1,11;1,84;1,05;1,38;1,2
reseñar;reseñ;1,28;1,42;1,21;1,41;1,18
reserva;reserv;1,1;2;1;1,4;1,35
reservado;reserv;1,57;1,33;1,23;1,2;1
reservar;reserv;1,25;2,75;1,26;1,55;1,37
resfriado;resfri;1,9;1,1;1,65;2,7;2,95
resguardo;resguard;1,4;1,79;1,05;1,4;1,05
