Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra
superhéroe;superhero;1,05;1;3,65;1,2;1,15;PROPN
superhéroes;superher;1,1;1,15;3,1;1,2;1,15;PROPN
superintendente;superintendent;1,41;1,87;1,38;1,88;1,63;ADV
superior;superior;1,6;1,7;1,9;1,8;2,1;ADJ
superiora;superior;1,55;2,05;1,6;2,79;2,11;ADJ
superioridad;superior;2,63;2,37;1,63;3,47;2,63;NOUN
supermercado;supermerc;1,2;1,2;2,07;1,2;1,17;ADJ
superposición;superposicion;1,35;1,4;1,75;1,85;1,5;NOUN
superpotencia;superpotent;1,55;1,8;2,63;1,6;1,58;NOUN
superproducción;superproduccion;1,3;1,4;2,8;1,55;1,7;NOUN
superstición;supersticion;2;2,35;1,45;2;2,2;NOUN
supersticioso;superstici;1,75;2,25;1,45;1,8;1,5;ADJ
supervisar;supervis;1,45;1,8;1,45;2,05;1,4;VERB
supervisión;supervision;1,35;2,1;2;1,65;1,58;NOUN
supervisor;supervisor;1,35;1,85;1,6;1,85;1,6;PROPN
supervivencia;supervivent;1,9;2,4;3,15;1,4;1,25;NOUN
superviviente;supervivient;1,6;2,25;3,55;1,4;1,25;ADV
suplantar;suplant;2,4;2,9;1,4;3,05;2,2;VERB
suplementario;suplementari;1,25;1,2;2,25;1,35;1,15;NOUN
suplemento;suplement;1,45;1,4;2,35;1,45;1,75;NOUN
suplente;suplent;2,4;1,9;1,55;1,8;1,25;NOUN
súplica;suplic;3,05;1,63;1,05;2,16;1,9;ADJ
suplicante;suplic;3,6;1,9;1,35;1,75;2,5;ADV
suplicar;suplic;3,3;2;1,2;2,6;2,6;VERB
suplicio;suplici;2,63;2,43;1,1;2,67;2;NOUN
suplir;supl;1,85;1,39;1,74;1,45;1,29;PROPN
suponer;supon;1,9;1,65;1,9;1,5;1,65;VERB
suposición;suposicion;1,45;1,7;1,95;1,45;1,9;NOUN
supranacional;supranacional;1,41;1,6;1,6;1,83;1,61;ADJ
supremacía;supremac;2,06;2,33;1,47;2,89;2,78;NOUN
supremo;suprem;1,6;1,8;2,35;2,15;1,6;PROPN
supresión;supresion;2,4;2,6;1,4;2,4;2,15;NOUN
suprimir;suprim;2,45;2,2;1,1;2,35;1,3;PROPN
supuesto;supuest;1,4;1,55;1,6;1,35;1,4;ADJ
sur;sur;1,55;1,15;3,75;1,35;1,05;PROPN
suramericano;suramerican;1,1;1,2;2,35;1,05;1,3;ADJ
surco;surc;1,26;1,56;1,75;1,21;2;NOUN
surcoreano;surcorean;1,2;1,35;1,45;1,3;1,4;PROPN
sureño;sureñ;1,05;1,05;3,05;1,05;1,3;ADJ
sureste;surest;1,2;1;2;1,05;1,1;NOUN
surf;surf;1,15;1,65;3,3;1,1;1,15;VERB
surfing;surfing;1,05;1,7;2,7;1,05;1,05;PROPN
surgimiento;surgimient;1,47;1,45;2,65;1,2;1,11;NOUN
surgir;surg;1;1,3;1,95;1,1;1,15;VERB
suroeste;suroest;1;1,2;1,95;1;1,05;NOUN
surrealismo;surreal;1,45;1,3;2,25;1,65;1,75;NOUN
surrealista;surreal;1,75;1,7;2,65;2,25;1,2;ADJ
surtido;surt;1;1,05;2,85;1;1,32;ADJ
sus;sus;1,18;1,06;1,43;1,38;1,12;DET
susceptibilidad;susceptibil;2,75;2,15;1,25;2,7;1,9;NOUN
susceptible;suscept;2,35;1,6;1,55;2,2;1,6;ADJ
suscitar;suscit;1,35;1,68;1,95;1,73;1,44;VERB
suscribir;suscrib;1,24;1,34;1,52;1,24;1,17;VERB
suscripción;suscripcion;1,1;1,35;2,05;1,3;1,3;NOUN
susodicho;susodich;1,81;1,67;1,5;1,55;1,33;PROPN
suspender;suspend;4,45;3,7;1;3,75;2,45;VERB
suspensión;suspension;2,45;2,4;1,3;2,5;1,45;NOUN
suspenso;suspens;4,45;3,84;1,26;4;2,52;NOUN
suspirar;suspir;2,45;1,25;2;1,45;1,1;VERB
suspiro;suspir;2,4;1,3;2,7;1,45;1,2;PROPN
sustancia;sustanci;1,2;1,5;1,37;1,17;1,77;NOUN
sustancial;sustancial;1,5;1,47;1,8;1,22;1,45;ADJ
sustantivo;sustant;1;1,25;1,6;1;1,1;ADJ
sustentable;sustent;1,26;1,32;2,2;1,42;1,11;ADJ
sustentación;sustent;1,42;1,81;1,85;1,11;1,26;NOUN
sustentar;sustent;1,8;1,5;1,7;1,55;1,55;VERB
sustento;sustent;1,41;1,48;2,52;1,1;1,07;NOUN
sustitución;sustitu;2,45;2;1,9;2;1,45;NOUN
sustituir;sustitu;3,2;1,85;2,1;1,85;1,7;VERB
sustituto;sustitut;1,6;1,95;1,8;1,7;1,6;NOUN
susto;sust;1,97;4,03;1,53;2,57;1,83;ADJ
sustracción;sustraccion;1,78;2,1;1,1;2,61;1,8;NOUN
sustraer;sustr;1,6;2,05;1,35;1,9;2,4;VERB
sustrato;sustrat;1,11;1,1;2,16;1,11;1,55;NOUN
susurrar;susurr;1,52;1,55;2,21;1,45;1,21;VERB
susurro;susurr;1,47;2,03;2,77;1,2;1,23;PROPN
sutil;sutil;1,3;1,15;1,85;1,35;1,25;ADJ
sutileza;sutilez;1,4;1,21;3,15;1,5;1;NOUN
swing;swing;1;1;3,21;1,05;1,07;NOUN
tabaco;tabac;2,77;2,67;1,37;2,4;3,57;NOUN
tábano;taban;1,52;3,17;1;1,91;2,91;NOUN
tabaquismo;tabaqu;3,5;2,95;1,2;2,8;3,53;NOUN
tabasco;tabasc;1,3;1,45;1,42;1,67;2,21;ADJ
taberna;tabern;1,7;1,55;2,7;1,35;1,75;PROPN
tabique;tabiqu;1,45;1,45;1,55;1,37;1,55;NOUN
tabla;tabl;1,1;1,2;1,17;1,07;1,07;NOUN
tablero;tabler;1,13;1,1;1,33;1,13;1,13;PROPN
tablón;tablon;1,2;1,37;1,37;1,07;1,07;NOUN
tabú;tabu;2,35;2;1,65;2,45;2;PROPN
taburete;taburet;1,13;1,17;1,93;1,07;1,13;PROPN
tacaño;tacañ;2,5;1,37;1,07;2,7;2,43;NOUN
tacha;tach;1,83;1,37;1,67;1,39;1,13;NOUN
tácito;tacit;1,13;1,22;2;1,36;1,22;NOUN
taciturno;taciturn;2,07;1,94;1,29;1,65;1,38;NOUN
taco;tac;1,4;1,15;2,25;1,5;1,65;ADJ
tacón;tacon;1,15;1,15;2,6;1,58;1,45;PROPN
táctica;tactic;1,3;1,75;2,4;2;1,1;ADJ
táctil;tactil;1;1;2,4;1,15;1,25;ADJ
tacto;tact;1,33;2,03;3,1;1,3;1,9;NOUN
taekwondo;taekwond;1;1,63;2,05;1,84;1,2;VERB
taichí;taich;1;1,2;2,15;1,1;1,1;PROPN
taifa;taif;1,33;1,6;1,42;1,67;1,42;PROPN
tailandés;tailandes;1,2;1,4;2,3;1,25;1,3;PROPN
taiwanés;taiwanes;1,35;1,53;1,95;1,21;1,1;NOUN
tajante;tajant;2;1,95;1,7;3,05;1,25;ADV
tajo;taj;1,37;2;2;1,35;2,11;PROPN
tal;tal;1,05;1;1,28;1,22;1,11;NOUN
tala;tal;2,56;2;1,05;2,68;2,35;NOUN
taladrador;taladr;1,35;1,6;1,2;2,53;1,85;NOUN
taladradora;taladr;1,45;2,7;1,2;3;2,5;VERB
taladro;taladr;1,4;2,47;1,33;2,17;1,57;PROPN
talante;talant;1,21;1,29;2,31;1,47;1,29;NOUN
talento;talent;1,17;1,3;3,87;1,2;1,07;NOUN
talentoso;talent;1;1;3,45;1,3;1,1;ADJ
talibán;taliban;2,15;2,28;1,39;2,55;2,3;NOUN
talismán;talisman;1,3;1,89;2,68;1,5;1,2;PROPN
talla;tall;1,77;1,77;1,6;1,77;1,73;PROPN
talle;tall;1,29;1,04;1,29;1,21;1,13;PROPN
taller;tall;1,25;1,1;1,89;1,25;1,68;NOUN
tallo;tall;1,05;1,3;1,95;1,05;1,25;PROPN
talón;talon;1;1;1,03;1;1,37;ADV
tamagochi;tamagochi;1,1;1,1;2,9;1,3;1,15;PROPN
tamaño;tamañ;1,53;1,63;1,83;1,47;1,5;NOUN
también;tambien;1,1;1;1,9;1,25;1,25;ADV
tambor;tambor;1,47;1,27;3,4;2,23;1,27;PROPN
tambores;tambor;1,15;1,4;2,9;1,3;1,15;NOUN
tamboril;tamboril;1,42;1,18;2,63;1,26;1,19;PROPN
tampoco;tampoc;1,9;1,3;1,25;1,55;1,35;ADV
tan;tan;1,17;1,32;1,8;1,33;1,13;ADV
tanatorio;tanatori;4,5;2,97;1,03;2,17;1,8;NOUN
tanda;tand;1,05;1,22;1,37;1,25;1,31;NOUN
tanga;tang;1,13;1,17;2,33;1,2;1,6;ADV
tangente;tangent;1,4;1,79;1,47;1,75;1,1;ADV
tangible;tangibl;1,05;1,33;1,95;1,11;1,32;ADJ
tango;tang;1;1;2,75;1,16;1;NOUN
tanque;tanqu;3,28;3,66;1,07;3,55;2,45;NOUN
tanteo;tante;1,26;1,4;1,63;1,65;1,06;VERB
tanto;tant;1,53;1,2;2,15;1,25;1,15;ADV
tapa;tap;1;1,25;1,68;1,05;1,35;PROPN
tapadera;tapader;1,95;1,9;1,55;1,9;1,95;VERB
tapar;tap;1,6;1,4;2,05;1,3;1,35;VERB
tapete;tapet;1,05;1;1,63;1,22;1,38;PROPN
tapia;tapi;1,45;1,33;1,35;1,76;1,18;NOUN
tapiz;tapiz;1,3;1,1;1,9;1,1;1,25;VERB
tapón;tapon;1,2;1,1;1,15;1,15;1,7;PROPN
taquilla;taquill;1,1;1,15;2,25;1,2;1,1;PROPN
taquillón;taquillon;1;1;2;1,11;1,28;NOUN
tarántula;tarantul;1,77;4,13;1,17;2,13;3,7;PROPN
tarda;tard;1,63;1,47;1,3;2,33;1,56;ADJ
tardanza;tardanz;1,7;1,65;1,45;3,1;2;NOUN
tardar;tard;2,25;1,9;1,25;2,65;2;NOUN
tarde;tard;1,8;1,9;2,6;1,95;1,58;ADV
tardía;tard;1,65;1,5;1,5;2,5;1,95;VERB
tarea;tare;1,6;1,53;1,63;1,53;1,6;NOUN
tarifa;tarif;1,95;1,55;1,4;1,85;2,15;NOUN
tarima;tarim;1,1;1,3;2,95;1,4;1,37;NOUN
tarjeta;tarjet;1,25;1,5;2,25;1,25;1,4;NOUN
tarta;tart;1,07;1,03;3,87;1;1,17;NOUN
tartera;tarter;1;1;2,7;1,06;1,21;PROPN
tasa;tas;1,65;1,6;1,2;1,9;2,11;NOUN
tata;tat;1,31;1,18;2,95;1,26;1,18;VERB
tatarabuela;tatarabuel;1,4;1,05;3,85;1,05;1,35;PROPN
tatarabuelo;tatarabuel;1,85;1,1;3,1;1;1,1;PROPN
tataranieto;tataraniet;1,45;1,16;3,05;1,1;1,15;PROPN
tatuaje;tatuaj;1,27;2,07;2,9;1,2;1,47;NOUN
taurino;taurin;3,25;2,45;1,3;4,05;3,8;ADJ
taxi;taxi;1,1;1,4;1,47;1,23;1,03;PROPN
taxista;taxist;1,25;1,6;1,8;1,65;1,25;NOUN
taxonomía;taxonom;1,67;1,29;1,77;1,14;1,44;PROPN
taxonómica;taxonom;1,14;1,18;1,38;1,57;1,8;ADJ
taza;taz;1,37;1,07;2,07;1,2;1,23;PROPN
té;te;1,25;1;3,2;1;1,6;INTJ
tea;tea;1,41;1,31;2;1,18;1,67;PROPN
teatral;teatral;1,35;1,15;3,25;1,9;1,25;ADJ
teatro;teatr;1,72;1,55;4,07;1,34;1,34;NOUN
tebeo;tebe;1,05;1,11;2,63;1,12;1,1;VERB
techo;tech;1,37;1,63;2,03;1,37;1,23;NOUN
tecla;tecl;1,27;1,33;1,53;1,37;1,3;PROPN
teclado;tecl;1,1;1;1,95;1,15;1;ADJ
técnica;tecnic;1,05;1;1,9;1,35;1,1;PROPN
técnico;tecnic;1;1,05;2,15;1,35;1,45;NOUN
tecno;tecn;1,1;1,42;2;1,35;1,4;PROPN
tecnología;tecnolog;1,35;1,45;2,65;1,3;1;NOUN
tecnológicas;tecnolog;1,25;1,35;2,5;1,15;1;ADJ
tecnológico;tecnolog;1,2;1,35;2,95;1,45;1,15;ADJ
tedio;tedi;1,75;1,2;1,35;2,64;2,07;NOUN
teja;tej;1,17;1,27;1,37;1,13;1,27;NOUN
tejado;tej;1,05;1,6;1,7;1,1;1,3;ADJ
tejano;tejan;1,1;1,11;2,58;1,15;1,4;NOUN
tejer;tej;1,15;1,1;2,05;1,25;1,05;VERB
tejido;tej;1,1;1,2;1,85;1;1,4;ADJ
tejo;tej;1,2;1,18;1,81;1,07;1,27;NOUN
tejón;tejon;1,2;1,18;1,69;1,06;1,42;PROPN
tela;tel;1,1;1,17;1,73;1,1;1,23;VERB
telar;tel;1,25;1,16;1,5;1,15;1,16;PROPN
tele;tel;1,5;1,3;3,25;1,75;1,8;PROPN
telecomunicación;telecomun;1,25;1,35;2,65;1,15;1,4;NOUN
teleférico;telefer;1,3;2,1;2,85;1,2;1,25;ADJ
telefonear;telefon;1,3;1,65;2,3;1,3;1;VERB
telefonía;telefon;1,05;1,45;2;1,7;1,6;NOUN
telefónica;telefon;1,1;1;1,85;2;2,05;PROPN
telefonista;telefon;1,35;1,05;1,5;1,8;1,9;NOUN
teléfono;telefon;1,73;1,57;2,8;2;1,4;NOUN
telégrafo;telegraf;1,1;1,11;1,5;1,35;1;NOUN
telegrama;telegram;1,25;1,05;1,7;1,25;1,1;NOUN
telenovela;telenovel;2,1;1,42;2,1;2;2;PROPN
telepatía;telepat;1,5;1,1;2,85;1,1;1,2;NOUN
telescopio;telescopi;1,17;1,13;2,23;1,07;1,03;ADJ
teleserie;teleseri;1,15;1,32;2,9;1,3;1,55;PROPN
teletexto;teletext;1,4;1;1,75;1,7;1,7;VERB
televisión;television;2,5;1,83;2,87;2,33;2,2;NOUN
televisiva;televis;1,1;1,25;2,05;1,25;1,45;ADJ
televisor;televisor;1,35;1,3;2,65;1,75;1,25;NOUN
telón;telon;1,25;1,21;2,9;1,21;1;PROPN
tema;tem;1,47;1,47;1,77;1,27;1,3;NOUN
temática;temat;1;1;2,25;1,1;1;PROPN
temblar;tembl;2,65;2,75;1,35;1,9;1,75;ADJ
temblor;temblor;3,15;3,2;1,45;2,5;1,75;NOUN
temblorosa;temblor;2,8;2,55;1,65;2,35;1,65;ADJ
temer;tem;2,87;4,7;1,07;2,33;1,97;VERB
temerario;temerari;1,73;4,07;1,7;2,47;1,5;NOUN
temeridad;temer;2,63;2,95;1,3;2,6;1,65;NOUN
temeroso;temer;2,23;3,23;1,27;1,73;1,3;ADJ
temible;temibl;2,89;3,6;1,35;2,7;1,9;ADJ
teminología;teminolog;1,15;1,3;1,6;1,5;1,15;NOUN
temor;temor;3,03;4,45;1,07;2,07;1,48;NOUN
témpano;tempan;1,35;1,1;1,95;1,2;1,45;ADJ
temperamental;temperamental;1,77;2,2;1,63;2,57;1,6;ADJ
temperamento;temperament;1,65;1,85;2;2,15;1,65;NOUN
temperatura;temperatur;1,1;1,7;2,2;1,65;1,35;NOUN
tempestad;tempest;2,58;2,35;1,75;2,05;1,35;NOUN
templado;templ;1,27;1,1;1,87;1,13;1,3;ADJ
templanza;templanz;1,41;1,41;3;1,14;1,03;PROPN
temple;templ;1,05;1,16;2,05;1,11;1,24;PROPN
templo;templ;1,8;1,25;2,5;1,2;1,35;NOUN
tempo;temp;1,29;1,05;2,68;1,17;1,11;NOUN
temporada;tempor;1,2;1,3;2,65;1,45;1,2;NOUN
temporal;temporal;2,47;2,9;1,7;1,9;1,6;ADJ
temporalidad;temporal;1,8;1,6;1,55;1,68;1,25;NOUN
temprana;tempran;1,2;1,25;2,35;1,26;1,25;ADJ
temprano;tempran;1,65;1,65;1,74;2,4;1,9;ADV
tenacidad;tenac;1,05;1,33;2,85;1,6;1,45;NOUN
tenaz;tenaz;1,25;1,55;2,33;1,63;1,15;ADJ
tenaza;tenaz;1,3;2,25;1,6;1,65;1,8;PROPN
tendencia;tendenci;1,7;1,75;2,05;1,4;1,25;NOUN
tendente;tendent;1,21;1,27;1,36;1,18;1,13;ADV
tender;tend;1,15;1,21;1,4;1,6;1,26;VERB
tendero;tender;1,11;1,06;1,89;1,28;1,4;PROPN
tendinitis;tendinitis;2,35;2,15;1;2,84;1,95;PROPN
tendón;tendon;1,45;1,35;1,6;1,3;1,6;PROPN
tenebroso;tenebr;2,3;3,93;1,27;1,93;1,93;ADJ
tenedor;tenedor;1;1,3;1,43;1,13;1,2;NOUN
tenencia;tenenci;1,36;1,65;2,11;1,6;1,13;NOUN
tener;ten;1,15;1,4;2,55;1,3;1,15;VERB
tenia;teni;1,75;2,71;1,13;1,75;3;PROPN
tenida;ten;1,35;1,36;1,28;1,14;1,33;ADJ
teniente;tenient;1,32;2,1;1,47;2,05;1,95;ADV
tenis;tenis;1,2;1,27;2,63;1,3;1,07;NOUN
tenista;tenist;1,15;1,15;2,05;1,3;1;NOUN
tenor;tenor;1,32;1,1;1,7;1,26;1,15;PROPN
tensa;tens;2;2,05;1,2;2,8;1,84;PROPN
tensión;tension;2,27;2,7;1,27;2,63;1,8;NOUN
tenso;tens;2,23;2,87;1,17;2,4;1,5;ADJ
tensor;tensor;1,45;1,68;1,47;1,5;1,2;PROPN
tentación;tentacion;1,5;2,67;2,87;1,73;1,47;NOUN
tentador;tentador;1,15;1,7;2,65;1,65;1,1;NOUN
tentar;tent;1,45;2,34;2,14;1,48;1,41;VERB
tentativa;tentat;1,55;1,5;2,11;2,25;1,5;NOUN
tentempié;tentempi;1,2;1,1;3,35;1,2;1,05;VERB
tenue;tenu;2,14;1,9;1,48;1,17;1;ADJ
teología;teolog;2,65;2,15;1,55;2,15;2,25;NOUN
teológica;teolog;1,6;1,85;1,6;1,5;1,83;NOUN
teólogo;teolog;1,85;1,3;1,37;1,2;1,67;PROPN
teorema;teorem;1,2;1,15;2,15;1,6;1,95;PROPN
teoría;teor;1,33;1,43;1,8;1,33;1,33;NOUN
teórico;teoric;1,35;1,45;1,75;1,4;1,5;ADJ
tequila;tequil;1,2;1,5;3,35;1,3;2,05;PROPN
terapeuta;terapeut;1,5;1,45;2,45;1,3;1;PROPN
terapéutica;terapeut;1,45;1,5;2,3;1,25;1,05;ADJ
terapia;terapi;2,05;2,05;2,6;1,53;1,21;NOUN
tercer;terc;1,45;1,1;1,95;1,35;1,35;VERB
terciario;terciari;1,32;1,22;1,74;1,3;1,3;NOUN
tercio;terci;1;1,05;1,9;1,2;1,35;NOUN
terciopelo;terciopel;1,05;1,1;2,5;1,25;1,65;NOUN
terco;terc;2,21;1,47;1,45;3,25;2,47;NOUN
térmico;termic;1,2;1,55;2,3;1,25;1,2;ADJ
terminación;termin;2,42;1,55;1,45;1,65;1,35;NOUN
terminal;terminal;3,65;3,05;1,3;1,9;1,85;ADJ
terminante;termin;2,95;2,56;1,4;2;1,74;ADV
terminar;termin;2,25;1,8;3;1,65;1,05;VERB
término;termin;1,3;1,15;1,65;1,15;1,05;NOUN
termita;termit;1,46;1,82;1,29;1,57;2,93;VERB
termómetro;termometr;1,4;1,63;1,1;1,17;1,1;NOUN
ternera;terner;1,25;1,1;3,3;1,3;1,75;PROPN
ternero;terner;1,15;1,3;2,42;1,15;1,15;NOUN
ternura;ternur;1,27;1,07;4,07;1,07;1,07;NOUN
terra;terr;1,05;1,08;1,89;1,13;1,13;PROPN
terraplén;terraplen;1,53;2,28;1,32;1,53;1,37;NOUN
terrateniente;terratenient;1,3;1,5;1,37;2,32;1,8;ADV
terraza;terraz;1,2;1,35;3,5;1,05;1,15;PROPN
terremoto;terremot;3,13;4,47;1;2,13;1,5;NOUN
terremotos;terremot;3,9;4,2;1,05;2,3;1,85;NOUN
terrenal;terrenal;1,75;1,3;2,3;1,2;1,55;ADJ
terreno;terren;1,15;1,1;2,05;1,2;1,2;NOUN
terrestre;terrestr;1,35;1,3;2,4;1,3;1,4;ADJ
terrible;terribl;2,8;3,63;1,07;2,67;1,87;ADJ
territorial;territorial;1,55;1,7;1,8;2,2;1,7;ADJ
territorio;territori;1,55;1,35;1,75;1,5;1,15;NOUN
terrón;terron;1,41;1,06;2;1;1;NOUN
terror;terror;2,7;4,25;1,15;3;2,5;NOUN
terrorífico;terrorif;2,9;3,9;1,1;2,7;2,15;ADJ
terrorismo;terror;4,3;4,37;1,07;4,53;3,83;NOUN
terrorista;terror;3,37;4,37;1,03;4,13;3,53;ADJ
tertulia;tertuli;1,45;1,35;2,6;1,74;1,65;PROPN
tesitura;tesitur;1,5;1,47;2,05;1,39;1,32;PROPN
tesón;teson;1,13;1,47;3;1,53;1,14;PROPN
tesorería;tesor;1,35;1,58;1,68;1,7;1,53;VERB
tesorero;tesorer;1,15;1;1,8;1,84;1,6;NOUN
tesoro;tesor;1,17;1,33;3,9;1,1;1;PROPN
test;test;1,35;1,6;1,9;1,65;1,58;PROPN
testamento;testament;3,47;2,67;1,53;1,67;1,4;NOUN
testarudo;testarud;2,11;1,8;1,16;2,6;2,68;PROPN
testículos;testicul;1,25;1,35;1,9;1,2;2,65;NOUN
testigo;testig;1,55;1,85;2,4;1,3;1,2;NOUN
testimonial;testimonial;1,35;1,35;1,75;1,7;1,3;ADJ
testimonio;testimoni;1,45;1,45;1,95;1,5;1,2;NOUN
testosterona;testosteron;1,45;1,25;1,75;1,9;1,75;VERB
tetas;tet;1;1,2;3,2;1,25;1,3;NOUN
tétrico;tetric;2,73;4;1,13;2,1;2,37;ADJ
tetris;tetris;1,15;1,15;2,05;1,35;1,1;PROPN
text;text;1,24;1,11;1,65;1,79;1,21;PROPN
textil;textil;1,2;1,1;2;1,05;1,15;ADJ
texto;text;1,81;1,58;2,35;1,48;1,45;NOUN
textual;textual;1,1;1,2;1,55;1,05;1,2;ADJ
textura;textur;1,1;1,2;2,4;1,1;1,55;NOUN
tez;tez;1,11;1,06;2,69;1,18;1,33;PROPN
thriller;thrill;1,5;1,84;2,3;1,39;1,05;PROPN
tí;ti;1,05;1;2,94;1,12;1,06;INTJ
tía;tia;1,25;1,2;3,65;1,15;1;NOUN
tibetano;tibetan;1,35;1;2,15;1,11;1,11;NOUN
tibia;tibi;1,05;1,2;1,55;1,35;1,3;PROPN
tibieza;tibiez;1,2;1,38;2,44;1,85;1,39;NOUN
tiburón;tiburon;1,23;3,9;1,13;1,63;1,4;NOUN
tiempo;tiemp;2,07;2,13;2,3;1,53;1,23;NOUN
tienda;tiend;1;1;2,07;1,03;1,17;NOUN
tientas;tient;1,53;1,7;1,78;1,67;1,28;NOUN
tierna;tiern;1,1;1,05;3,2;1,05;1,1;VERB
tierno;tiern;1,37;1,3;3,73;1,07;1;ADJ
tierra;tierr;1,3;1,3;2,43;1,2;1,2;NOUN
tieso;ties;1,54;1,86;1,29;1,89;1,68;ADJ
tifus;tifus;3,45;3,85;1;2,45;3,82;NOUN
tigre;tigr;1,5;2,97;2,27;1,4;1;PROPN
tijera;tijer;1,2;1,75;1,55;1,5;1,15;PROPN
tijeras;tijer;1,2;1,8;1,1;1,37;1,2;NOUN
tijereta;tijeret;1,2;1,7;2;1,21;2,16;PROPN
tila;til;1,4;1,2;2,2;1,4;1,9;VERB
tilde;tild;1,3;1,2;2,05;1,3;1,2;PROPN
timado;tim;3,23;2,77;1,07;4,63;3,13;ADJ
timar;tim;2,75;2,75;1;4;2,75;VERB
timbal;timbal;1,15;1;1,95;1,22;1,06;PROPN
timbre;timbr;1,3;1,6;2,63;1,67;1,1;ADV
timidez;timidez;2,6;2,05;1,95;1,9;1,75;NOUN
tímido;tim;2,43;2,13;1,33;1,33;1,1;ADJ
timo;tim;2,95;2,35;1,15;3,95;2,45;NOUN
timón;timon;1,15;1,35;1,9;1;1,11;PROPN
tina;tin;1;1,07;1,5;1,23;1,22;PROPN
tinción;tincion;1,29;1,14;1,67;1,16;1,18;NOUN
tinta;tint;1;1;1,27;1,03;1,23;VERB
tinte;tint;1,1;1,3;1,6;1,26;1,45;NOUN
tintero;tinter;1,05;1,2;1,95;1,15;1,63;PROPN
tinto;tint;1,2;1,25;2,2;1,11;1,45;PROPN
tiña;tiñ;2,2;1,7;1,27;2,21;2,82;PROPN
tío;tio;1,5;1,23;2,97;1,43;1,3;NOUN
típico;tipic;1,6;1,3;1,85;1,75;1,55;ADJ
tipo;tip;1,35;1,2;1,6;1,05;1;NOUN
tipografía;tipograf;1,05;1,1;1,55;1,1;1,3;PROPN
tipología;tipolog;1,35;1,2;1,05;1,25;1,15;NOUN
tirachinas;tirachin;1,25;1,7;2,15;1,95;1,55;PROPN
tirador;tirador;2,3;2,55;1,4;2,15;1,65;NOUN
tirafondos;tirafond;1,08;1,47;1,63;1,3;1,88;ADJ
tiranía;tiran;3,63;3,93;1,07;3,9;3,63;NOUN
tirano;tiran;2,43;2,73;1;3,4;2,5;NOUN
tirante;tirant;1,21;1,22;1,65;1,63;1,3;ADV
tirar;tir;1,9;1,6;2;2;1,95;VERB
tirita;tirit;1,87;1,53;1,2;1,2;1,97;PROPN
tiro;tir;2,95;3,35;1,15;2,2;2,2;NOUN
tiroiditis;tiroiditis;3,12;2,58;1,11;2,4;2,22;NOUN
tirón;tiron;2,05;1,85;1,35;2,5;1,6;NOUN
tiroteo;tirote;4,4;4,25;1,05;3,95;3,05;NOUN
titanio;titani;1,15;1,65;1,5;1,35;1,25;NOUN
títere;titer;1,85;1,8;2,15;1,53;1,7;PROPN
titulación;titul;1,15;1,11;3,75;1,25;1,3;NOUN
titular;titul;1,27;1,4;2,8;1,3;1,2;NOUN
titularidad;titular;1,3;1,25;2,75;1,15;1,3;NOUN
titulo;titul;1,05;1,15;2,4;1,15;1,15;NOUN
título;titul;1,3;1,16;2,95;1,3;1;NOUN
tiza;tiz;1,1;1,1;1,55;1,21;1,35;VERB
toalla;toall;1,03;1;1,83;1;1,33;NOUN
tobillo;tobill;1,2;1,27;1,37;1,2;1,3;NOUN
tobogán;tobogan;1,23;1,5;3,97;1,07;1,07;NOUN
tocador;tocador;1,25;1,45;2,05;1,45;1,55;NOUN
tocante;tocant;1,44;1,53;1,65;1,67;2,05;ADV
tocar;toc;1,25;1,8;2,9;1,55;2;VERB
tocino;tocin;1,25;1,1;1,9;1,8;2,65;PROPN
toco;toc;1;1,06;1,93;1,47;1,47;VERB
toda;tod;1,6;1,25;2,65;1,4;1,11;DET
todavía;todav;1,35;1,5;2,05;1,75;1,25;ADV
todo;tod;1,6;1,3;2,65;1,6;1,25;PRON
todopoderoso;todopoder;1,65;2,7;2,05;2,35;1,8;ADJ
todoterreno;todoterren;1;1,25;2,7;1,2;1,05;NOUN
toga;tog;1,35;1,42;1,6;1,6;1,67;NOUN
toldo;told;1,15;1;1,95;1,15;1,15;PROPN
tolerable;toler;1,2;1,2;3,32;1,45;1,4;ADJ
tolerancia;toler;1,2;1,23;3,73;1,33;1,2;NOUN
tolerante;toler;1,07;1,17;3,23;1,2;1,07;ADV
tolerar;toler;1,4;1,32;3,2;1,55;1,2;VERB
toma;tom;1,55;1,35;1,8;1,35;1,05;VERB
tomar;tom;1,6;1,6;2,35;1,65;1,1;VERB
tomate;tomat;1,03;1,03;1,97;1,1;1,53;PROPN
tomillo;tomill;1,1;1;2,06;1,21;1,3;NOUN
tomo;tom;1;1,3;1,85;1;1,17;PROPN
tonada;ton;1,63;1,5;2,13;1,38;1,25;ADJ
tonal;tonal;1,23;1,08;1,44;1,4;1,21;ADJ
tonalidad;tonal;1,05;1,15;2,05;1,05;1,1;NOUN
tonel;tonel;1,26;1,35;1,67;1,26;1,58;VERB
tonelada;tonel;1,42;1,35;1,55;1,65;1,5;ADJ
tonelaje;tonelaj;1,35;1,22;1,32;1,26;1,47;NOUN
tónica;tonic;1;1,05;2,55;1,17;2;PROPN
tono;ton;1,3;1,2;2,15;1,35;1,35;NOUN
tontería;tont;1,3;1,37;1,9;1,67;1,37;VERB
